Intensity_MaxHR_Pct,Duration_Hours,Training_Effectiveness
0.879,1.353,0.7959
0.881,1.132,0.7552
0.669,2.074,0.6503
0.8,0.805,0.5989
0.765,1.854,0.8176
0.948,2.757,0.1678
0.853,2.434,0.5895
0.813,2.78,0.4737
0.646,2.94,0.5683
0.842,0.23,0.4318
0.647,1.944,0.44
0.735,1.356,0.672
0.657,2.608,0.6318
0.877,0.905,0.6342
0.683,2.947,0.5518
0.757,1.918,0.813
0.958,2.422,0.3994
0.682,0.44,0.3577
0.803,0.714,0.5516
0.768,2.324,0.5743
0.607,0.262,0.222
0.917,2.487,0.4946
0.628,0.239,0.1435
0.79,2.04,0.705
0.824,1.222,0.8316
0.851,1.912,0.7326
0.875,2.149,0.5993
0.701,1.159,0.6248
0.604,0.502,0.1766
0.889,0.395,0.4941
0.814,1.849,0.7925
0.934,1.658,0.6013
0.929,2.278,0.4486
0.937,1.627,0.5783
0.794,1.383,0.8673
0.733,1.315,0.6924
0.917,0.274,0.5691
0.781,1.14,0.5744
0.673,2.933,0.5448
0.942,2.646,0.3145
0.953,1.122,0.5503
0.787,1.846,0.7934
0.63,2.572,0.5221
0.755,1.436,0.8342
0.921,0.25,0.5908
0.961,0.409,0.626
0.681,1.629,0.5363
0.627,2.914,0.5949
0.951,2.141,0.3954
0.756,0.399,0.4083
0.817,0.73,0.5848
0.987,2.36,0.251
0.627,2.556,0.616
0.859,1.93,0.6198
0.63,2.004,0.6293
0.75,0.279,0.4011
0.922,2.52,0.3577
0.773,2.407,0.6875
0.999,0.925,0.4684
0.824,2.184,0.6599
0.728,0.802,0.5125
0.688,0.313,0.3364
0.74,0.763,0.526
0.749,0.7,0.5429
0.627,1.146,0.3536
0.748,1.372,0.7814
0.786,1.624,0.9222
0.889,1.535,0.7554
0.863,0.958,0.6769
0.884,0.282,0.5709
0.603,1.894,0.5208
0.687,1.308,0.6069
0.865,1.036,0.7547
0.794,2.627,0.6066
0.602,2.291,0.5373
0.922,2.602,0.3648
0.909,1.586,0.6282
0.819,0.567,0.5135
0.627,2.149,0.5338
0.907,0.777,0.6007
0.833,1.435,0.7306
0.913,0.382,0.6057
0.901,2.511,0.2715
0.921,0.553,0.7116
0.807,2.729,0.5771
0.656,2.62,0.5627
0.868,1.501,0.757
0.848,2.284,0.6283
0.897,1.934,0.5867
0.668,2.449,0.5946
0.678,1.409,0.5713
0.956,2.4,0.3151
0.9,1.495,0.6878
0.963,2.835,0.1164
0.903,1.562,0.6671
0.839,1.495,0.8195
0.862,2.398,0.5464
0.956,2.5,0.2801
0.832,1.753,0.8646
0.853,0.703,0.5959
0.663,1.51,0.5662
0.79,2.911,0.5352
0.887,2.308,0.5143
0.708,2.471,0.6171
0.681,0.292,0.2434
0.726,1.51,0.7913
0.697,2.011,0.6487
0.686,2.524,0.6522
0.77,0.338,0.4217
0.963,2.587,0.2073
0.803,1.736,0.8679
0.675,0.752,0.3608
0.631,1.088,0.4061
0.878,0.989,0.5345
0.753,1.686,0.7997
0.929,0.345,0.5461
0.864,0.644,0.5432
0.918,2.476,0.3537
0.709,0.571,0.3613
0.877,0.854,0.64
0.706,1.469,0.6006
0.976,1.648,0.4863
0.855,2.338,0.6473
0.73,1.453,0.7452
0.708,2.412,0.6575
0.676,1.931,0.6784
0.878,0.517,0.6312
0.687,0.638,0.4598
0.838,1.424,0.7821
0.706,1.311,0.6001
0.865,2.282,0.6189
0.926,1.826,0.5952
0.911,1.287,0.6902
0.904,0.678,0.6869
0.675,0.835,0.4039
0.635,1.811,0.553
0.88,1.386,0.679
0.747,1.642,0.8961
0.773,0.678,0.5345
0.612,2.056,0.5083
0.704,2.587,0.5677
0.613,0.922,0.2603
0.952,1.576,0.4997
0.697,2.931,0.5235
0.823,1.133,0.6905
0.616,1.866,0.465
0.867,0.453,0.6514
0.729,1.897,0.7763
0.959,0.451,0.628
0.955,2.886,0.2433
0.73,2.204,0.7752
0.96,2.407,0.2198
0.998,2.171,0.238
0.93,1.851,0.5019
0.938,1.46,0.5596
0.7,2.603,0.5669
0.831,2.879,0.3984
0.627,1.597,0.4949
0.638,2.808,0.5881
1.0,1.833,0.3484
0.731,1.707,0.6454
0.899,1.473,0.6316
0.923,0.786,0.5661
0.943,0.21,0.5699
0.999,0.876,0.4906
0.697,1.627,0.6398
0.616,1.264,0.3328
0.764,1.456,0.7967
0.652,2.946,0.5305
0.609,1.181,0.3115
0.744,1.466,0.7012
0.913,0.574,0.5699
0.826,0.334,0.4555
0.725,2.371,0.6837
0.862,1.798,0.7625
0.693,2.33,0.6134
0.606,0.62,0.1544
0.906,1.801,0.6423
0.849,0.91,0.7118
0.905,0.839,0.6218
0.616,0.232,0.1914
0.935,0.565,0.5987
0.848,1.066,0.7699
0.825,0.527,0.5581
0.85,2.96,0.3997
0.946,1.064,0.5413
0.835,0.565,0.5455
0.832,0.757,0.6481
0.996,1.846,0.4047
0.903,0.379,0.5833
0.777,2.615,0.6237
0.883,2.892,0.2519
0.756,0.891,0.5613
0.692,1.46,0.639
0.839,0.262,0.4592
0.971,1.994,0.5714
0.972,1.359,0.5479
0.737,0.956,0.594
0.811,0.779,0.6052
0.685,2.031,0.6125
0.998,1.365,0.4819
0.992,0.703,0.5741
0.86,2.13,0.6262
0.922,1.782,0.5673
0.886,2.604,0.4771
0.837,0.529,0.6286
0.621,2.4,0.5741
0.782,2.086,0.6869
0.87,0.522,0.5958
0.871,2.145,0.6951
0.749,1.436,0.8413
0.977,2.846,0.1919
0.667,0.597,0.3791
0.8,2.0,0.781
0.876,1.27,0.756
0.879,2.879,0.3009
0.859,1.124,0.7407
0.71,2.894,0.6106
0.662,2.724,0.5446
0.854,0.957,0.6446
0.84,2.45,0.5655
0.672,2.988,0.5576
0.882,0.907,0.6823
0.782,1.423,0.7965
0.867,1.657,0.8376
0.935,1.026,0.5313
0.668,0.243,0.2732
0.608,0.816,0.2138
0.912,0.989,0.5364
0.844,1.442,0.8127
0.88,0.679,0.5888
0.935,2.645,0.2347
0.921,2.174,0.3918
0.984,0.439,0.5945
0.814,2.02,0.8114
0.795,2.03,0.8001
0.761,2.877,0.5113
0.661,0.208,0.2136
0.829,0.894,0.6769
0.711,2.798,0.4827
0.969,2.81,0.1078
0.833,2.218,0.6559
0.837,2.344,0.6003
0.742,0.456,0.4595
0.621,1.639,0.5169
0.613,0.848,0.3008
0.769,0.707,0.5438
0.634,2.469,0.5002
0.843,0.578,0.5964
0.952,1.512,0.5697
0.953,2.828,0.0833
0.864,0.72,0.5745
0.684,2.938,0.5243
0.945,2.984,0.1847
0.954,1.756,0.4578
0.679,0.676,0.3571
0.895,1.085,0.6542
0.715,1.389,0.6707
0.921,1.066,0.5834
0.999,0.986,0.5015
0.612,2.922,0.5628
0.959,0.629,0.5936
0.849,2.253,0.6525
0.989,0.201,0.5901
0.786,1.869,0.8884
0.939,2.765,0.2323
0.625,1.006,0.4161
0.734,0.719,0.4663
0.627,2.025,0.4362
0.99,2.195,0.3288
0.927,2.126,0.4885
0.941,1.094,0.5903
0.975,0.906,0.5235
0.634,2.877,0.5921
0.754,2.785,0.5087
0.628,1.48,0.4499
0.684,2.569,0.6249
0.692,1.467,0.6384
0.788,1.388,0.8483
0.707,0.639,0.3992
0.64,1.394,0.4575
0.667,1.705,0.5344
0.659,0.263,0.1796
0.989,1.444,0.3141
0.904,2.388,0.4175
0.987,2.104,0.3352
0.776,1.978,0.8115
0.711,2.747,0.5476
0.919,0.25,0.5791
0.731,1.76,0.6437
0.72,2.405,0.6239
0.693,1.716,0.5765
0.652,1.107,0.3697
0.703,0.582,0.3709
0.742,2.685,0.6281
0.87,1.518,0.7725
0.625,2.659,0.5821
0.684,1.84,0.6407
0.924,2.088,0.4607
0.659,2.452,0.5523
0.737,2.046,0.7494
0.946,1.315,0.5058
0.662,1.638,0.602
0.633,2.449,0.5489
0.794,1.246,0.83
0.721,1.287,0.7195
0.825,0.468,0.4497
0.922,2.761,0.2552
0.655,0.455,0.1983
0.832,2.015,0.651
0.802,1.357,0.7662
0.658,1.336,0.6282
0.85,2.103,0.7112
0.709,0.388,0.4282
0.795,1.862,0.8561
0.633,2.362,0.5272
0.784,2.519,0.5783
0.723,0.677,0.4875
0.929,2.713,0.3053
0.623,2.037,0.5048
0.767,2.669,0.4813
0.783,1.559,1.0
0.89,1.718,0.6765
0.83,2.773,0.4389
0.867,2.72,0.414
0.911,1.455,0.6399
0.945,0.968,0.5879
0.726,1.301,0.7517
0.815,1.286,0.7959
0.936,1.003,0.5353
0.996,0.952,0.5313
0.956,2.611,0.2348
0.749,0.396,0.4803
0.678,2.097,0.6791
0.796,0.684,0.5875
0.897,1.165,0.608
0.797,0.372,0.4144
0.793,0.956,0.6888
0.935,2.352,0.3996
0.745,2.678,0.5462
0.944,0.82,0.5557
0.763,1.498,0.7762
0.731,1.517,0.7432
0.782,2.646,0.4354
0.905,2.336,0.4073
0.65,1.637,0.5117
0.679,2.078,0.683
0.981,2.573,0.1802
0.67,0.227,0.2198
0.827,1.328,0.8162
0.832,2.74,0.5283
0.796,2.273,0.7478
0.858,1.72,0.7616
0.692,1.683,0.6322
0.821,1.174,0.7382
0.749,1.657,0.78
0.865,2.035,0.6491
0.656,1.371,0.5386
0.828,2.2,0.7018
0.674,2.611,0.6071
0.711,0.633,0.4807
0.687,1.464,0.71
0.673,1.342,0.5563
0.93,2.125,0.5223
0.714,0.9,0.5057
0.971,1.993,0.4627
0.988,2.657,0.2379
0.829,1.371,0.8615
0.657,2.751,0.5804
0.75,2.981,0.466
0.919,0.497,0.5016
0.747,0.853,0.5759
0.635,2.861,0.669
0.823,2.883,0.4165
0.938,0.474,0.6137
0.918,0.242,0.6031
0.67,0.651,0.3173
0.869,2.989,0.3895
0.688,0.704,0.2441
0.687,1.607,0.5754
0.95,2.576,0.2352
0.7,0.257,0.235
0.705,1.893,0.7063
0.6,0.976,0.2976
0.948,2.615,0.2922
0.917,0.994,0.6493
0.851,2.123,0.6228
0.9,2.088,0.5
0.661,0.82,0.3844
0.783,0.297,0.4041
0.74,1.346,0.6562
0.638,1.01,0.4166
0.794,2.465,0.6804
0.968,2.441,0.3603
0.616,1.48,0.4484
0.717,1.898,0.745
0.683,1.892,0.7074
0.695,2.516,0.5606
0.963,1.39,0.5897
0.787,0.971,0.7022
0.787,0.942,0.722
0.904,1.701,0.6554
0.662,1.458,0.6081
0.795,1.432,0.8402
0.772,0.455,0.393
0.839,2.212,0.7321
1.0,0.798,0.5094
0.908,0.751,0.6631
0.759,1.356,0.7707
0.931,0.838,0.6498
0.668,1.835,0.6609
0.612,1.24,0.3972
0.682,1.457,0.6243
0.736,1.704,0.7878
0.804,0.77,0.522
0.846,0.636,0.5995
0.964,2.665,0.1702
0.804,1.414,0.8367
0.801,1.354,0.7598
0.62,0.3,0.0761
0.614,1.594,0.5385
0.82,1.752,0.8745
0.775,1.765,0.8223
0.936,2.18,0.4455
0.664,0.697,0.3208
0.61,0.906,0.3101
0.78,2.47,0.5834
0.695,2.852,0.6064
0.62,0.581,0.1962
0.89,1.593,0.6784
0.645,0.8,0.3226
0.843,0.368,0.4922
0.712,1.111,0.6113
0.669,0.602,0.2878
0.752,2.188,0.7321
0.921,1.694,0.6617
0.757,0.603,0.4602
0.9,0.226,0.539
0.65,2.463,0.5984
0.909,0.693,0.5701
0.695,1.897,0.6887
0.871,1.143,0.7417
0.826,1.839,0.8527
0.972,1.084,0.5165
0.755,0.443,0.3884
0.626,0.824,0.275
0.608,0.727,0.1786
0.931,1.398,0.6331
0.81,2.043,0.7006
0.91,0.939,0.7396
0.694,0.234,0.3233
0.738,1.653,0.7709
0.612,1.896,0.5469
0.985,2.896,0.0462
0.867,1.851,0.8443
0.973,1.519,0.4677
0.706,1.806,0.6893
0.845,2.798,0.3297
0.871,2.519,0.4963
0.727,1.104,0.5746
0.939,0.864,0.59
0.979,0.935,0.5238
0.954,1.612,0.4713
0.896,2.283,0.4646
0.711,1.609,0.7132
0.713,0.39,0.2746
0.985,2.226,0.2718
0.604,2.457,0.5972
0.886,1.011,0.7959
0.882,2.06,0.6419
0.849,1.394,0.7424
0.996,2.69,0.1435
0.725,2.567,0.5944
0.736,1.671,0.7487
0.632,2.136,0.5973
0.777,2.673,0.5604
0.704,1.588,0.7277
0.737,1.077,0.6293
0.934,2.31,0.466
0.974,0.816,0.5537
0.674,1.288,0.4912
0.749,2.624,0.6869
0.971,2.228,0.2456
0.625,1.331,0.3869
0.637,0.801,0.274
0.665,1.197,0.6162
0.838,0.995,0.8005
0.66,0.693,0.398
0.987,2.281,0.2737
0.779,0.906,0.7741
0.801,1.472,0.8538
0.699,1.28,0.6567
0.788,2.95,0.4712
0.865,1.295,0.7471
0.9,0.424,0.5485
0.902,0.452,0.5538
0.831,1.854,0.8191
0.962,1.878,0.4714
0.927,1.373,0.6132
0.903,1.409,0.7491
0.622,0.351,0.0034
0.603,1.646,0.4742
0.685,1.613,0.6671
0.865,0.619,0.6478
0.764,0.491,0.4646
0.761,0.546,0.4925
0.954,0.483,0.6279
0.958,1.907,0.5294
0.964,0.75,0.5545
0.726,0.904,0.5654
0.876,0.686,0.6884
0.709,2.882,0.4395
0.676,2.593,0.5443
0.674,0.845,0.4773
0.737,1.117,0.713
0.772,0.788,0.6208
0.932,1.577,0.5626
0.648,0.255,0.1311
0.894,2.08,0.5508
0.813,1.665,0.914
0.715,2.716,0.5332
0.797,0.66,0.5795
0.72,2.452,0.5787
0.838,2.417,0.6183
0.774,0.556,0.4785
0.666,1.316,0.5182
0.647,0.676,0.2043
0.819,0.913,0.6035
0.961,0.937,0.5657
0.738,1.757,0.7015
0.893,1.352,0.8009
0.863,2.854,0.2682
0.973,0.554,0.5395
0.928,2.926,0.2261
0.827,0.846,0.6427
0.863,2.364,0.4958
0.959,1.149,0.5113
0.76,0.601,0.4509
0.731,2.602,0.5709
0.604,1.065,0.4126
0.931,2.045,0.4941
0.92,1.786,0.6435
0.642,1.521,0.5291
0.831,1.588,0.879
0.786,2.25,0.5566
0.647,0.446,0.209
0.992,2.071,0.4039
0.686,2.708,0.5418
0.627,0.362,0.2519
0.838,0.594,0.6531
0.896,2.207,0.5093
0.613,1.424,0.3959
0.863,1.33,0.7055
0.813,0.584,0.529
0.641,1.619,0.4572
0.669,0.554,0.3207
0.827,1.535,0.7539
0.719,2.338,0.6708
0.975,0.923,0.586
0.927,1.546,0.5182
0.993,2.978,0.1706
0.704,2.123,0.6875
0.988,2.556,0.25
0.772,1.362,0.759
0.739,2.35,0.6841
0.62,0.313,0.1956
0.621,0.544,0.1963
0.877,0.769,0.7232
0.783,1.325,0.8031
0.691,2.568,0.6418
0.846,1.17,0.768
0.701,2.033,0.6977
0.831,2.186,0.5981
0.744,1.841,0.7911
0.929,1.2,0.5736
0.928,1.816,0.513
0.791,1.158,0.8475
0.74,0.435,0.396
0.745,2.98,0.4542
0.922,0.556,0.5576
0.731,0.403,0.314
0.684,2.66,0.6465
0.634,1.045,0.3349
0.787,2.021,0.8011
0.793,1.121,0.817
0.936,1.296,0.5708
0.688,0.934,0.4972
0.752,1.161,0.655
0.923,1.35,0.7466
0.929,2.217,0.4874
0.754,1.632,0.791
0.784,2.842,0.4558
0.721,0.317,0.3286
0.973,1.609,0.466
0.647,1.836,0.6562
0.973,2.777,0.1173
0.874,0.338,0.5441
0.813,1.806,0.8177
0.613,2.59,0.5719
0.79,0.877,0.6484
0.763,2.654,0.5582
0.664,0.253,0.2502
0.863,2.251,0.6272
0.988,2.813,0.1637
0.825,2.04,0.5919
0.886,1.429,0.7302
0.627,0.326,0.072
0.767,2.776,0.5598
0.647,1.517,0.5885
0.845,0.281,0.459
0.975,2.131,0.3428
0.865,1.549,0.7342
0.631,0.548,0.2823
0.742,0.8,0.5512
0.82,0.381,0.5913
0.761,1.808,0.8236
0.933,1.942,0.5229
0.926,1.616,0.601
0.845,2.488,0.5776
0.749,2.611,0.4939
0.702,1.924,0.6846
0.642,0.236,0.1567
0.742,2.147,0.747
0.765,1.37,0.7792
0.87,1.784,0.6721
0.863,2.017,0.6804
0.628,1.181,0.3394
0.758,2.768,0.4394
0.673,0.575,0.35
0.663,2.08,0.624
0.931,0.212,0.5948
0.617,2.789,0.6626
0.768,0.515,0.4482
0.667,0.466,0.1975
0.952,1.132,0.5681
0.823,1.246,0.7725
0.693,0.8,0.3915
0.801,1.838,0.8143
0.893,1.44,0.6681
0.983,0.296,0.5184
0.688,1.095,0.5013
0.954,2.469,0.2457
0.974,2.131,0.3713
0.967,2.23,0.3145
0.854,2.155,0.7077
0.852,1.071,0.802
0.761,0.479,0.4927
0.901,0.963,0.5598
0.813,2.529,0.6435
0.871,2.945,0.4105
0.771,1.583,0.8257
0.893,0.227,0.6056
0.93,0.592,0.5494
0.659,1.102,0.3523
0.933,1.82,0.5027
0.816,0.41,0.5955
0.938,2.841,0.1544
0.773,1.222,0.7606
0.752,2.755,0.5448
0.966,2.385,0.2774
0.7,2.315,0.6049
0.938,1.899,0.5137
0.794,1.955,0.7645
0.806,1.986,0.7082
0.723,1.96,0.7309
0.829,1.75,0.8648
0.73,2.962,0.5646
0.616,2.25,0.5057
0.709,2.375,0.5617
0.603,2.643,0.5729
0.991,0.804,0.6363
0.986,0.435,0.6289
0.758,1.552,0.8391
0.891,1.639,0.7354
0.738,2.522,0.6268
0.868,1.443,0.7615
0.922,1.798,0.6097
0.979,1.676,0.4313
0.76,0.307,0.3307
0.913,1.923,0.6088
0.706,2.519,0.6591
0.996,0.641,0.5201
0.61,1.864,0.5377
0.841,1.862,0.8545
0.864,0.66,0.6004
0.875,0.546,0.5333
0.648,2.944,0.5936
0.975,1.302,0.4945
0.672,0.837,0.3666
0.849,0.68,0.6285
0.689,2.069,0.5616
0.723,1.906,0.6534
0.819,2.002,0.765
0.767,0.446,0.4554
0.664,2.702,0.5914
0.668,1.29,0.618
0.767,1.077,0.7088
0.903,1.495,0.7011
0.959,1.292,0.5019
0.634,2.618,0.6153
0.757,2.802,0.5019
0.64,1.05,0.3889
0.607,2.619,0.5773
0.865,2.388,0.5893
0.841,2.806,0.3606
0.665,0.888,0.2821
0.694,1.815,0.6536
0.609,0.969,0.3215
0.934,2.507,0.3434
0.99,0.215,0.6892
0.654,1.781,0.5902
0.693,1.15,0.5245
0.947,1.104,0.4621
0.971,2.006,0.3885
0.768,2.584,0.6348
0.62,1.906,0.4967
0.616,2.589,0.5786
0.83,0.941,0.7156
0.757,1.655,0.7555
0.611,1.462,0.4576
0.833,0.233,0.5662
0.605,1.759,0.463
0.915,2.052,0.4745
0.723,1.857,0.7266
0.616,2.262,0.4359
0.835,1.8,0.8106
0.759,0.387,0.4469
0.99,0.526,0.6718
0.818,1.87,0.7913
0.71,0.97,0.5595
0.884,0.423,0.5119
0.709,1.403,0.6471
0.962,1.752,0.4046
0.75,1.12,0.6781
0.82,2.217,0.6696
0.62,2.003,0.5421
0.77,1.132,0.6968
0.933,2.314,0.4048
0.922,2.016,0.5046
0.69,1.985,0.6331
0.69,1.75,0.6595
0.927,0.232,0.5697
0.972,2.15,0.3959
0.638,1.253,0.4298
0.78,2.839,0.4815
0.735,2.49,0.6041
0.948,1.846,0.4586
0.633,0.906,0.3107
0.684,0.77,0.5059
0.901,1.153,0.6169
0.621,1.534,0.4452
0.797,1.029,0.6994
0.777,1.642,0.8189
0.734,0.663,0.4593
0.758,2.938,0.513
0.812,0.502,0.4468
0.665,2.809,0.6249
0.829,2.758,0.4935
0.922,1.671,0.5376
0.904,2.23,0.3886
0.662,1.421,0.4861
0.66,1.964,0.5771
0.707,1.154,0.7242
0.744,1.043,0.6754
0.763,1.819,0.7133
0.872,1.595,0.7108
0.623,1.823,0.5073
0.614,1.003,0.3285
0.757,1.227,0.6707
0.879,0.435,0.5483
0.677,0.346,0.2199
0.857,0.91,0.6172
0.704,0.408,0.34
0.954,0.491,0.6172
0.958,2.476,0.3348
0.719,0.309,0.3561
0.692,2.045,0.6247
0.765,0.963,0.6907
0.696,2.64,0.5924
0.869,1.558,0.761
0.93,1.056,0.5733
0.869,1.649,0.7221
0.93,1.269,0.6141
0.759,1.78,0.9251
0.663,0.521,0.2907
0.895,2.992,0.2425
0.744,1.392,0.7116
0.869,1.175,0.699
0.708,2.189,0.7673
0.632,1.219,0.3938
0.997,2.533,0.248
0.662,1.472,0.5288
0.995,2.215,0.3066
0.991,0.501,0.631
0.918,2.569,0.3239
0.864,2.26,0.5583
0.831,0.793,0.7259
0.946,0.607,0.6252
0.716,1.086,0.6346
0.787,2.933,0.5073
0.848,0.919,0.7039
0.764,1.477,0.9073
0.771,0.284,0.4152
0.732,1.312,0.7356
0.826,1.8,0.7343
0.94,2.869,0.1759
0.681,1.647,0.5623
0.974,2.494,0.3201
0.876,1.732,0.5918
0.929,0.314,0.5491
0.822,1.082,0.593
0.912,1.812,0.5618
0.606,2.862,0.5891
0.927,2.606,0.3888
0.616,0.839,0.2942
0.956,0.816,0.5298
0.997,0.763,0.615
0.718,2.783,0.5546
0.684,2.587,0.5828
0.906,2.37,0.3873
0.701,1.3,0.5703
0.946,1.612,0.503
0.641,1.5,0.5006
0.65,0.91,0.3718
0.992,1.614,0.5237
0.87,0.285,0.5462
0.939,0.569,0.4399
0.73,2.682,0.5811
0.871,2.305,0.4848
0.838,1.384,0.7547
0.841,1.648,0.7642
0.873,1.236,0.6929
0.83,2.274,0.5792
0.772,2.396,0.6566
0.71,2.337,0.5624
0.907,2.223,0.5137
0.691,0.773,0.5315
0.877,1.146,0.638
0.693,1.516,0.6275
0.85,1.126,0.6111
0.899,2.314,0.4707
0.687,1.122,0.5623
0.624,0.587,0.2545
0.652,1.317,0.4913
0.842,2.944,0.4279
0.94,0.832,0.711
0.618,1.914,0.6
0.894,1.412,0.6698
0.737,0.399,0.3151
0.791,1.566,0.8195
0.972,2.166,0.3071
0.733,1.637,0.7808
0.786,2.642,0.4935
0.605,1.009,0.2979
0.633,0.441,0.2369
0.703,2.822,0.5498
0.611,1.259,0.3308
0.853,1.814,0.8182
0.771,2.418,0.5445
0.819,1.108,0.7357
0.67,2.205,0.5992
0.718,0.579,0.4139
0.866,1.016,0.7019
0.986,0.605,0.6087
0.62,2.471,0.565
0.956,0.823,0.553
0.831,2.209,0.6531
0.826,2.841,0.4095
0.8,1.678,0.8791
0.628,1.712,0.4716
0.636,1.491,0.5267
0.84,1.112,0.7442
0.736,1.532,0.7321
0.967,1.888,0.4695
0.763,2.961,0.4532
0.657,2.826,0.6086
0.886,2.614,0.4172
0.717,2.69,0.5388
0.81,1.51,0.864
0.879,2.041,0.6603
0.96,2.706,0.2809
0.917,1.3,0.6873
0.871,2.893,0.3715
0.872,1.364,0.6869
0.978,1.883,0.5369
0.718,2.187,0.6017
0.6,2.862,0.6665
0.709,0.885,0.526
0.687,2.289,0.557
0.865,1.658,0.7505
0.853,0.952,0.683
0.837,2.374,0.661
0.606,1.746,0.4367
0.892,2.051,0.5835
0.729,1.104,0.5187
0.866,1.548,0.8484
0.823,1.929,0.7273
0.737,1.334,0.7405
0.654,0.755,0.3232
0.638,2.893,0.5874
0.933,1.632,0.6177
0.967,2.255,0.4222
0.86,1.351,0.7779
0.641,1.194,0.4613
0.761,1.34,0.791
0.892,1.346,0.7498
0.912,1.724,0.5971
0.647,1.722,0.6006
0.6,1.592,0.4893
0.885,0.577,0.635
0.743,1.589,0.7441
0.702,0.673,0.402
0.605,0.553,0.1874
0.816,2.811,0.3944
0.94,1.894,0.5838
0.983,2.047,0.3622
0.826,1.325,0.8191
0.806,2.745,0.4691
0.634,1.986,0.4787
0.82,2.354,0.5999
0.752,1.232,0.7398
0.843,2.888,0.432
0.755,2.497,0.6218
0.696,2.591,0.6004
0.638,0.682,0.2557
0.726,0.959,0.5989
0.639,1.0,0.442
0.671,0.959,0.4685
0.995,2.595,0.2299
0.778,0.289,0.4396
0.813,0.413,0.4307
0.949,0.967,0.5241
0.998,0.76,0.5847
0.833,0.849,0.6617
0.925,2.434,0.4022
0.731,1.777,0.837
0.722,0.216,0.345
0.761,1.402,0.8515
0.869,1.342,0.7519
0.873,0.519,0.5282
0.726,2.093,0.6992
0.653,2.166,0.5396
0.853,2.219,0.708
0.651,2.24,0.617
0.831,0.2,0.5018
0.877,2.871,0.4023
0.88,2.48,0.3666
0.901,2.731,0.3645
0.949,0.244,0.5201
0.8,2.815,0.4831
0.892,2.467,0.4301
0.848,2.544,0.5421
0.675,0.461,0.2945
0.61,2.269,0.6123
0.714,2.888,0.512
0.777,2.1,0.7845
0.847,1.798,0.7822
0.94,2.848,0.1413
0.678,1.44,0.5402
0.65,1.878,0.5594
0.985,1.534,0.528
0.643,2.812,0.6069
0.791,0.413,0.4225
0.834,1.603,0.8111
0.817,2.123,0.8259
0.634,2.417,0.5731
0.623,1.832,0.495
0.642,2.745,0.6055
0.834,2.838,0.4659
0.818,0.38,0.479
0.693,1.327,0.6298
0.855,0.266,0.4953
0.928,1.122,0.6469
0.617,1.703,0.4905
0.799,2.75,0.5284
0.876,2.57,0.4057
0.701,0.557,0.3272
0.723,0.46,0.4295
0.845,1.85,0.7615
0.959,1.69,0.5137
0.924,0.946,0.5906
0.833,2.718,0.5134
0.892,2.797,0.3031
0.746,1.327,0.7357
0.856,2.693,0.4769
0.786,1.275,0.85
0.676,2.263,0.5789
0.881,1.533,0.8253
0.823,0.543,0.5702
0.743,2.798,0.4859
0.965,1.471,0.5404
0.608,2.257,0.5233
0.726,1.228,0.6903
0.623,0.253,0.1265
0.907,0.481,0.5722
0.881,1.589,0.6776
0.733,2.132,0.7526
0.87,1.137,0.6556
0.758,2.147,0.6696
0.903,2.156,0.5503
0.782,2.171,0.8064
0.765,1.579,0.7985
0.974,2.762,0.2171
0.7,1.57,0.7227
0.648,1.461,0.5489
0.834,0.758,0.6154
0.988,1.061,0.4779
0.751,0.319,0.2789
0.625,1.974,0.5173
0.736,0.896,0.631
0.802,1.052,0.6738
0.665,2.358,0.6225
0.863,1.116,0.6717
0.999,0.878,0.5524
0.781,0.673,0.5959
0.742,2.37,0.6158
0.76,0.563,0.4958
0.646,1.471,0.4838
0.953,1.619,0.5612
0.766,2.125,0.7485
0.755,1.973,0.7697
0.864,2.47,0.585
0.777,0.325,0.4671
0.859,1.03,0.6686
0.625,0.984,0.3281
0.925,0.609,0.5749
0.976,1.01,0.5516
0.86,1.067,0.8392
0.982,1.661,0.4739
0.661,2.058,0.4894
0.791,1.267,0.7652
0.841,2.215,0.5579
0.833,1.141,0.7403
0.761,1.013,0.5682
0.735,1.715,0.7208
0.651,0.266,0.1071
0.757,0.423,0.4513
0.665,1.37,0.5339
0.894,2.84,0.3325
0.684,2.22,0.6136
0.623,0.447,0.1093
0.821,2.57,0.5672
0.838,2.25,0.7415
0.949,1.911,0.4982
0.831,2.497,0.5346
0.738,1.332,0.6545
0.921,0.82,0.5523
0.816,1.634,0.8585
0.632,1.737,0.5692
0.826,1.707,0.8334
0.963,1.782,0.5113
0.759,2.856,0.5505
0.719,2.726,0.5877
0.657,2.652,0.5425
0.661,2.444,0.5896
0.773,2.842,0.4627
0.838,0.476,0.5458
0.632,0.942,0.3533
0.976,1.586,0.5655
0.902,2.57,0.3209
0.835,1.614,0.8413
0.931,2.294,0.485
0.632,0.589,0.2723
0.791,0.907,0.708
0.852,2.249,0.6492
0.931,0.661,0.6454
0.913,1.184,0.5869
0.711,0.942,0.4609
0.976,1.18,0.533
0.65,2.183,0.467
0.95,1.23,0.6329
0.988,1.755,0.4844
0.671,0.48,0.259
0.889,2.454,0.4396
0.616,1.236,0.3788
0.762,2.016,0.7669
0.807,2.231,0.6996
0.832,0.787,0.6688
0.974,2.677,0.1951
0.869,1.925,0.7414
0.793,1.4,0.8452
0.924,0.711,0.5561
